estimate,value,method,samples,i
σ2boot,NaN,sipw_iid,1668,455
stabilized,true,sipw_iid,1668,455
ψ,1.4900820049804628,onestep_iid,1668,455
σ2,0.0004018443006416017,onestep_iid,1668,455
σ2net,0.0004018443006416025,onestep_iid,1668,455
σ2boot,NaN,onestep_iid,1668,455
ψ,1.4870224330643624,tmle_iid,1668,455
σ2,0.0003894517058374463,tmle_iid,1668,455
σ2net,0.00038945170583744635,tmle_iid,1668,455
σ2boot,NaN,tmle_iid,1668,455
ψ,1.496091753168225,ols,1668,455
σ2,0.0016441105344599017,ols,1668,455
σ2net,0.0016441105344599017,ols,1668,455
ψ,1.4869379621157712,plugin,1668,456
σ2boot,NaN,plugin,1668,456
ψ,1.4433152386915873,ipw,1668,456
σ2,0.000579810807160558,ipw,1668,456
σ2net,0.0006728451879096189,ipw,1668,456
σ2boot,NaN,ipw,1668,456
stabilized,false,ipw,1668,456
ψ,1.4441567369313693,sipw,1668,456
σ2,0.0003931709091904951,sipw,1668,456
σ2net,0.00047172773944481546,sipw,1668,456
σ2boot,NaN,sipw,1668,456
stabilized,true,sipw,1668,456
ψ,1.4864001440018948,onestep,1668,456
σ2,0.00040808134222898313,onestep,1668,456
σ2net,0.00046319761349584174,onestep,1668,456
σ2boot,NaN,onestep,1668,456
ψ,1.4857361987133642,tmle,1668,456
σ2,0.000410354786219726,tmle,1668,456
σ2net,0.00046651399903554087,tmle,1668,456
σ2boot,NaN,tmle,1668,456
ψ,1.4656365800951845,plugin_iid,1668,456
σ2boot,NaN,plugin_iid,1668,456
ψ,1.4474396336785644,ipw_iid,1668,456
σ2,0.0005789825576810794,ipw_iid,1668,456
σ2net,0.0005789825576810806,ipw_iid,1668,456
σ2boot,NaN,ipw_iid,1668,456
stabilized,false,ipw_iid,1668,456
ψ,1.4469211346663804,sipw_iid,1668,456
σ2,0.0004061352831937313,sipw_iid,1668,456
σ2net,0.00040613528319373145,sipw_iid,1668,456
σ2boot,NaN,sipw_iid,1668,456
stabilized,true,sipw_iid,1668,456
ψ,1.4678317521454667,onestep_iid,1668,456
σ2,0.0004051356092263647,onestep_iid,1668,456
σ2net,0.0004051356092263648,onestep_iid,1668,456
σ2boot,NaN,onestep_iid,1668,456
ψ,1.4643151090228352,tmle_iid,1668,456
σ2,0.00038293530766948347,tmle_iid,1668,456
σ2net,0.0003829353076694831,tmle_iid,1668,456
σ2boot,NaN,tmle_iid,1668,456
ψ,1.4654413819359349,ols,1668,456
σ2,0.0016303869813067504,ols,1668,456
σ2net,0.0016303869813067504,ols,1668,456
ψ,1.5292970853713366,plugin,1668,457
σ2boot,NaN,plugin,1668,457
ψ,1.4832271780254207,ipw,1668,457
σ2,0.0005662131382426025,ipw,1668,457
σ2net,0.0007307189232838001,ipw,1668,457
σ2boot,NaN,ipw,1668,457
stabilized,false,ipw,1668,457
ψ,1.475653984307905,sipw,1668,457
σ2,0.00043312634909314793,sipw,1668,457
σ2net,0.0005504094593605644,sipw,1668,457
σ2boot,NaN,sipw,1668,457
stabilized,true,sipw,1668,457
ψ,1.5230040976523695,onestep,1668,457
σ2,0.0004495616580417019,onestep,1668,457
σ2net,0.0005861384808717083,onestep,1668,457
σ2boot,NaN,onestep,1668,457
ψ,1.5276060462372134,tmle,1668,457
σ2,0.0004723939008600913,tmle,1668,457
σ2net,0.0005911031294239615,tmle,1668,457
σ2boot,NaN,tmle,1668,457
ψ,1.5058478638691664,plugin_iid,1668,457
σ2boot,NaN,plugin_iid,1668,457
ψ,1.4792511484674638,ipw_iid,1668,457
σ2,0.0006168399139618136,ipw_iid,1668,457
σ2net,0.0006168399139618139,ipw_iid,1668,457
σ2boot,NaN,ipw_iid,1668,457
stabilized,false,ipw_iid,1668,457
ψ,1.4761144745380423,sipw_iid,1668,457
σ2,0.00045149334622516835,sipw_iid,1668,457
σ2net,0.00045149334622516884,sipw_iid,1668,457
σ2boot,NaN,sipw_iid,1668,457
stabilized,true,sipw_iid,1668,457
ψ,1.5053895624934803,onestep_iid,1668,457
σ2,0.0004266318333606163,onestep_iid,1668,457
σ2net,0.00042663183336061697,onestep_iid,1668,457
σ2boot,NaN,onestep_iid,1668,457
ψ,1.5082294516764645,tmle_iid,1668,457
σ2,0.0004347770588760023,tmle_iid,1668,457
σ2net,0.0004347770588760019,tmle_iid,1668,457
σ2boot,NaN,tmle_iid,1668,457
ψ,1.5057083305653405,ols,1668,457
σ2,0.001724188462717298,ols,1668,457
σ2net,0.001724188462717298,ols,1668,457
ψ,1.503247288099515,plugin,1668,458
σ2boot,NaN,plugin,1668,458
ψ,1.4535420280507074,ipw,1668,458
σ2,0.0005819509736722195,ipw,1668,458
σ2net,0.0007741305731029627,ipw,1668,458
σ2boot,NaN,ipw,1668,458
stabilized,false,ipw,1668,458
ψ,1.4608248817388394,sipw,1668,458
σ2,0.0004107523719091041,sipw,1668,458
σ2net,0.0005895269826664508,sipw,1668,458
σ2boot,NaN,sipw,1668,458
stabilized,true,sipw,1668,458
ψ,1.5056748011780932,onestep,1668,458
σ2,0.0004221567970968177,onestep,1668,458
σ2net,0.0006027932932563691,onestep,1668,458
σ2boot,NaN,onestep,1668,458
ψ,1.5099203696534709,tmle,1668,458
σ2,0.00042116267266806924,tmle,1668,458
σ2net,0.0005892443559825827,tmle,1668,458
σ2boot,NaN,tmle,1668,458
ψ,1.4835281739934376,plugin_iid,1668,458
σ2boot,NaN,plugin_iid,1668,458
ψ,1.4582315703305093,ipw_iid,1668,458
σ2,0.0005990415582429206,ipw_iid,1668,458
σ2net,0.0005990415582429202,ipw_iid,1668,458
σ2boot,NaN,ipw_iid,1668,458
stabilized,false,ipw_iid,1668,458
ψ,1.4686511537091695,sipw_iid,1668,458
σ2,0.0004117137410363304,sipw_iid,1668,458
σ2net,0.00041171374103633073,sipw_iid,1668,458
σ2boot,NaN,sipw_iid,1668,458
stabilized,true,sipw_iid,1668,458
ψ,1.4804411130568615,onestep_iid,1668,458
σ2,0.00043542307705562804,onestep_iid,1668,458
σ2net,0.0004354230770556279,onestep_iid,1668,458
σ2boot,NaN,onestep_iid,1668,458
ψ,1.4784208841254671,tmle_iid,1668,458
σ2,0.0004302616532335037,tmle_iid,1668,458
σ2net,0.0004302616532335034,tmle_iid,1668,458
σ2boot,NaN,tmle_iid,1668,458
ψ,1.4832553744196648,ols,1668,458
σ2,0.0016731405496709399,ols,1668,458
σ2net,0.0016731405496709399,ols,1668,458
ψ,1.4673046452473701,plugin,1668,459
σ2boot,NaN,plugin,1668,459
ψ,1.4182602282445271,ipw,1668,459
σ2,0.0006443678704134049,ipw,1668,459
σ2net,0.0009161884157726155,ipw,1668,459
σ2boot,NaN,ipw,1668,459
stabilized,false,ipw,1668,459
ψ,1.418714371759913,sipw,1668,459
σ2,0.0004242024340452215,sipw,1668,459
σ2net,0.0006654789563699107,sipw,1668,459
σ2boot,NaN,sipw,1668,459
stabilized,true,sipw,1668,459
ψ,1.4648396270841515,onestep,1668,459
σ2,0.0004136704432633306,onestep,1668,459
σ2net,0.0006144166596833038,onestep,1668,459
σ2boot,NaN,onestep,1668,459
ψ,1.4676438948248338,tmle,1668,459
σ2,0.0004343997485043668,tmle,1668,459
σ2net,0.0006456381275086059,tmle,1668,459
σ2boot,NaN,tmle,1668,459
ψ,1.4457093840117772,plugin_iid,1668,459
σ2boot,NaN,plugin_iid,1668,459
ψ,1.426770361394585,ipw_iid,1668,459
σ2,0.0005880806593424107,ipw_iid,1668,459
σ2net,0.0005880806593424105,ipw_iid,1668,459
σ2boot,NaN,ipw_iid,1668,459
stabilized,false,ipw_iid,1668,459
ψ,1.4316691994706927,sipw_iid,1668,459
σ2,0.0004165233549043824,sipw_iid,1668,459
σ2net,0.00041652335490438265,sipw_iid,1668,459
σ2boot,NaN,sipw_iid,1668,459
stabilized,true,sipw_iid,1668,459
ψ,1.443224142923896,onestep_iid,1668,459
σ2,0.0004046630745671526,onestep_iid,1668,459
σ2net,0.0004046630745671527,onestep_iid,1668,459
σ2boot,NaN,onestep_iid,1668,459
ψ,1.4504987304922177,tmle_iid,1668,459
σ2,0.0004192115734686471,tmle_iid,1668,459
σ2net,0.0004192115734686479,tmle_iid,1668,459
σ2boot,NaN,tmle_iid,1668,459
ψ,1.445442558668518,ols,1668,459
σ2,0.0016460492494646069,ols,1668,459
σ2net,0.0016460492494646069,ols,1668,459
ψ,1.4785010442473403,plugin,1668,460
σ2boot,NaN,plugin,1668,460
ψ,1.4259855428336206,ipw,1668,460
σ2,0.0007731185040204305,ipw,1668,460
σ2net,0.0010156233487476072,ipw,1668,460
σ2boot,NaN,ipw,1668,460
stabilized,false,ipw,1668,460
ψ,1.4283145884236508,sipw,1668,460
σ2,0.00042998311967926996,sipw,1668,460
σ2net,0.0005371213975646393,sipw,1668,460
σ2boot,NaN,sipw,1668,460
stabilized,true,sipw,1668,460
ψ,1.4788165915309472,onestep,1668,460
σ2,0.0004352185706508314,onestep,1668,460
σ2net,0.0005204619987213569,onestep,1668,460
σ2boot,NaN,onestep,1668,460
ψ,1.4832565687860073,tmle,1668,460
σ2,0.000439718410525556,tmle,1668,460
σ2net,0.0005230699511159938,tmle,1668,460
σ2boot,NaN,tmle,1668,460
ψ,1.4602235412127083,plugin_iid,1668,460
σ2boot,NaN,plugin_iid,1668,460
ψ,1.4295389700359218,ipw_iid,1668,460
σ2,0.0006905308259266713,ipw_iid,1668,460
σ2net,0.0006905308259266714,ipw_iid,1668,460
σ2boot,NaN,ipw_iid,1668,460
stabilized,false,ipw_iid,1668,460
ψ,1.427027702707843,sipw_iid,1668,460
σ2,0.000417118834377912,sipw_iid,1668,460
σ2net,0.0004171188343779125,sipw_iid,1668,460
σ2boot,NaN,sipw_iid,1668,460
stabilized,true,sipw_iid,1668,460
ψ,1.4538471027486422,onestep_iid,1668,460
σ2,0.00044881714040798283,onestep_iid,1668,460
σ2net,0.000448817140407983,onestep_iid,1668,460
σ2boot,NaN,onestep_iid,1668,460
ψ,1.4696200254865266,tmle_iid,1668,460
σ2,0.00042601120782427066,tmle_iid,1668,460
σ2net,0.0004260112078242703,tmle_iid,1668,460
σ2boot,NaN,tmle_iid,1668,460
ψ,1.4602292554466647,ols,1668,460
σ2,0.001664998374041676,ols,1668,460
σ2net,0.001664998374041676,ols,1668,460
ψ,1.478819175268547,plugin,1668,461
σ2boot,NaN,plugin,1668,461
ψ,1.4359711935905506,ipw,1668,461
σ2,0.0005619913735450907,ipw,1668,461
σ2net,0.0007182058789804641,ipw,1668,461
σ2boot,NaN,ipw,1668,461
stabilized,false,ipw,1668,461
ψ,1.4466288484875063,sipw,1668,461
σ2,0.00042347787237828095,sipw,1668,461
σ2net,0.0005086076450117283,sipw,1668,461
σ2boot,NaN,sipw,1668,461
stabilized,true,sipw,1668,461
ψ,1.4866685113024671,onestep,1668,461
σ2,0.0004431533083594736,onestep,1668,461
σ2net,0.0005347150289819286,onestep,1668,461
σ2boot,NaN,onestep,1668,461
ψ,1.4732836482992657,tmle,1668,461
σ2,0.00043564692373488924,tmle,1668,461
σ2net,0.0005396401513003483,tmle,1668,461
σ2boot,NaN,tmle,1668,461
ψ,1.458419586632299,plugin_iid,1668,461
σ2boot,NaN,plugin_iid,1668,461
ψ,1.4329266613059357,ipw_iid,1668,461
σ2,0.0006802197186681704,ipw_iid,1668,461
σ2net,0.0006802197186681698,ipw_iid,1668,461
σ2boot,NaN,ipw_iid,1668,461
stabilized,false,ipw_iid,1668,461
ψ,1.436971872727307,sipw_iid,1668,461
σ2,0.00042664677740478804,sipw_iid,1668,461
σ2net,0.00042664677740478804,sipw_iid,1668,461
σ2boot,NaN,sipw_iid,1668,461
stabilized,true,sipw_iid,1668,461
ψ,1.4624978550042984,onestep_iid,1668,461
σ2,0.00041523101679807347,onestep_iid,1668,461
σ2net,0.00041523101679807336,onestep_iid,1668,461
σ2boot,NaN,onestep_iid,1668,461
ψ,1.4564054905401285,tmle_iid,1668,461
σ2,0.0004197063412647459,tmle_iid,1668,461
σ2net,0.0004197063412647465,tmle_iid,1668,461
σ2boot,NaN,tmle_iid,1668,461
ψ,1.458408802609579,ols,1668,461
σ2,0.0017073271236986189,ols,1668,461
σ2net,0.0017073271236986189,ols,1668,461
ψ,1.4965291946107986,plugin,1668,462
σ2boot,NaN,plugin,1668,462
ψ,1.4570309660948884,ipw,1668,462
σ2,0.000565680826192014,ipw,1668,462
σ2net,0.0006553533068354813,ipw,1668,462
σ2boot,NaN,ipw,1668,462
stabilized,false,ipw,1668,462
ψ,1.4595603241295332,sipw,1668,462
σ2,0.00046851247583682863,sipw,1668,462
σ2net,0.0006070934762502103,sipw,1668,462
σ2boot,NaN,sipw,1668,462
stabilized,true,sipw,1668,462
ψ,1.5008408611598565,onestep,1668,462
σ2,0.0004239800889602515,onestep,1668,462
σ2net,0.0005188390985703593,onestep,1668,462
σ2boot,NaN,onestep,1668,462
ψ,1.490623388081436,tmle,1668,462
σ2,0.00043569763901692604,tmle,1668,462
σ2net,0.0005481114113645097,tmle,1668,462
σ2boot,NaN,tmle,1668,462
ψ,1.4735090951191991,plugin_iid,1668,462
σ2boot,NaN,plugin_iid,1668,462
ψ,1.4556785796976797,ipw_iid,1668,462
σ2,0.0005340486619461221,ipw_iid,1668,462
σ2net,0.0005340486619461223,ipw_iid,1668,462
σ2boot,NaN,ipw_iid,1668,462
stabilized,false,ipw_iid,1668,462
ψ,1.4552747313335375,sipw_iid,1668,462
σ2,0.0004297688176808175,sipw_iid,1668,462
σ2net,0.0004297688176808173,sipw_iid,1668,462
σ2boot,NaN,sipw_iid,1668,462
stabilized,true,sipw_iid,1668,462
ψ,1.476681572697212,onestep_iid,1668,462
σ2,0.0004002133480697815,onestep_iid,1668,462
σ2net,0.0004002133480697819,onestep_iid,1668,462
σ2boot,NaN,onestep_iid,1668,462
ψ,1.4755006334678111,tmle_iid,1668,462
σ2,0.00041648872360985825,tmle_iid,1668,462
σ2net,0.00041648872360985835,tmle_iid,1668,462
σ2boot,NaN,tmle_iid,1668,462
ψ,1.473461757539142,ols,1668,462
σ2,0.0016921479708659475,ols,1668,462
σ2net,0.0016921479708659475,ols,1668,462
ψ,1.4901693276154246,plugin,1668,463
σ2boot,NaN,plugin,1668,463
ψ,1.4462678125009427,ipw,1668,463
σ2,0.0005603857894257446,ipw,1668,463
σ2net,0.0007920700743178315,ipw,1668,463
σ2boot,NaN,ipw,1668,463
stabilized,false,ipw,1668,463
ψ,1.450235592878995,sipw,1668,463
σ2,0.0004618842358077569,sipw,1668,463
σ2net,0.0006761132915136177,sipw,1668,463
σ2boot,NaN,sipw,1668,463
stabilized,true,sipw,1668,463
ψ,1.494582035847689,onestep,1668,463
σ2,0.00042575715686424113,onestep,1668,463
σ2net,0.0006352262347351425,onestep,1668,463
σ2boot,NaN,onestep,1668,463
ψ,1.493117076884263,tmle,1668,463
σ2,0.0004317341331041604,tmle,1668,463
σ2net,0.0006570539797954609,tmle,1668,463
σ2boot,NaN,tmle,1668,463
ψ,1.4643306585782232,plugin_iid,1668,463
σ2boot,NaN,plugin_iid,1668,463
ψ,1.439263255878607,ipw_iid,1668,463
σ2,0.0006181543034342115,ipw_iid,1668,463
σ2net,0.0006181543034342107,ipw_iid,1668,463
σ2boot,NaN,ipw_iid,1668,463
stabilized,false,ipw_iid,1668,463
ψ,1.441864649763671,sipw_iid,1668,463
σ2,0.0004363250432242209,sipw_iid,1668,463
σ2net,0.00043632504322422156,sipw_iid,1668,463
σ2boot,NaN,sipw_iid,1668,463
stabilized,true,sipw_iid,1668,463
ψ,1.4647640395290578,onestep_iid,1668,463
σ2,0.00041889881219308553,onestep_iid,1668,463
σ2net,0.0004188988121930848,onestep_iid,1668,463
σ2boot,NaN,onestep_iid,1668,463
ψ,1.4663069493069756,tmle_iid,1668,463
σ2,0.00041606482840529684,tmle_iid,1668,463
σ2net,0.00041606482840529695,tmle_iid,1668,463
σ2boot,NaN,tmle_iid,1668,463
ψ,1.4642126022994593,ols,1668,463
σ2,0.001679332525274947,ols,1668,463
σ2net,0.001679332525274947,ols,1668,463
ψ,1.47794806678179,plugin,1668,464
σ2boot,NaN,plugin,1668,464
ψ,1.4160058580010133,ipw,1668,464
σ2,0.0006655375384856186,ipw,1668,464
σ2net,0.000966183415364471,ipw,1668,464
σ2boot,NaN,ipw,1668,464
stabilized,false,ipw,1668,464
ψ,1.4288797061526557,sipw,1668,464
σ2,0.00041309753770107975,sipw,1668,464
σ2net,0.0005741572446228427,sipw,1668,464
σ2boot,NaN,sipw,1668,464
stabilized,true,sipw,1668,464
ψ,1.4736452189191689,onestep,1668,464
σ2,0.000426288563585854,onestep,1668,464
σ2net,0.0005558066617427167,onestep,1668,464
σ2boot,NaN,onestep,1668,464
ψ,1.4813037311832153,tmle,1668,464
σ2,0.0004318415727329053,tmle,1668,464
σ2net,0.0005668676473190267,tmle,1668,464
σ2boot,NaN,tmle,1668,464
ψ,1.4576733047398134,plugin_iid,1668,464
σ2boot,NaN,plugin_iid,1668,464
ψ,1.435275444009494,ipw_iid,1668,464
σ2,0.0005925411123777899,ipw_iid,1668,464
σ2net,0.0005925411123777902,ipw_iid,1668,464
σ2boot,NaN,ipw_iid,1668,464
stabilized,false,ipw_iid,1668,464
ψ,1.432529871000886,sipw_iid,1668,464
σ2,0.00043248455254363337,sipw_iid,1668,464
σ2net,0.0004324845525436338,sipw_iid,1668,464
σ2boot,NaN,sipw_iid,1668,464
stabilized,true,sipw_iid,1668,464
ψ,1.4602045395290408,onestep_iid,1668,464
σ2,0.0004304496432482274,onestep_iid,1668,464
σ2net,0.00043044964324822726,onestep_iid,1668,464
σ2boot,NaN,onestep_iid,1668,464
ψ,1.45550632003608,tmle_iid,1668,464
σ2,0.0003980640385867596,tmle_iid,1668,464
σ2net,0.0003980640385867594,tmle_iid,1668,464
σ2boot,NaN,tmle_iid,1668,464
ψ,1.457579948765808,ols,1668,464
σ2,0.0016668465095988159,ols,1668,464
σ2net,0.0016668465095988159,ols,1668,464
ψ,1.516194906122731,plugin,1668,465
σ2boot,NaN,plugin,1668,465
ψ,1.4718272811761024,ipw,1668,465
σ2,0.0006554870188071675,ipw,1668,465
σ2net,0.0009343437869047008,ipw,1668,465
σ2boot,NaN,ipw,1668,465
stabilized,false,ipw,1668,465
ψ,1.470995963584736,sipw,1668,465
σ2,0.00045045099306043285,sipw,1668,465
σ2net,0.0007061173506156966,sipw,1668,465
σ2boot,NaN,sipw,1668,465
stabilized,true,sipw,1668,465
ψ,1.5137123313912575,onestep,1668,465
σ2,0.0004532583081232946,onestep,1668,465
σ2net,0.0006803865872616867,onestep,1668,465
σ2boot,NaN,onestep,1668,465
ψ,1.515749969551827,tmle,1668,465
σ2,0.00045127301734840773,tmle,1668,465
σ2net,0.0006884708677057207,tmle,1668,465
σ2boot,NaN,tmle,1668,465
ψ,1.4984821169012656,plugin_iid,1668,465
σ2boot,NaN,plugin_iid,1668,465
ψ,1.467020750002544,ipw_iid,1668,465
σ2,0.0006744447678561681,ipw_iid,1668,465
σ2net,0.0006744447678561686,ipw_iid,1668,465
σ2boot,NaN,ipw_iid,1668,465
stabilized,false,ipw_iid,1668,465
ψ,1.4756842360403999,sipw_iid,1668,465
σ2,0.00045761430627908045,sipw_iid,1668,465
σ2net,0.00045761430627907986,sipw_iid,1668,465
σ2boot,NaN,sipw_iid,1668,465
stabilized,true,sipw_iid,1668,465
ψ,1.5060171860543456,onestep_iid,1668,465
σ2,0.00048731421829664804,onestep_iid,1668,465
σ2net,0.0004873142182966473,onestep_iid,1668,465
σ2boot,NaN,onestep_iid,1668,465
ψ,1.4972032594400004,tmle_iid,1668,465
σ2,0.00044166701134112647,tmle_iid,1668,465
σ2net,0.000441667011341127,tmle_iid,1668,465
σ2boot,NaN,tmle_iid,1668,465
ψ,1.498323901446785,ols,1668,465
σ2,0.0016967447171442496,ols,1668,465
σ2net,0.0016967447171442496,ols,1668,465
ψ,1.5050857666818445,plugin,1668,466
σ2boot,NaN,plugin,1668,466
ψ,1.462305218128965,ipw,1668,466
σ2,0.0006689183968267798,ipw,1668,466
σ2net,0.0007376264271869791,ipw,1668,466
σ2boot,NaN,ipw,1668,466
stabilized,false,ipw,1668,466
ψ,1.4467621535089386,sipw,1668,466
σ2,0.00039199475313485987,sipw,1668,466
σ2net,0.0004848362815614867,sipw,1668,466
σ2boot,NaN,sipw,1668,466
stabilized,true,sipw,1668,466
ψ,1.5110671469629866,onestep,1668,466
σ2,0.0004288254944544273,onestep,1668,466
σ2net,0.0004796126618348469,onestep,1668,466
σ2boot,NaN,onestep,1668,466
ψ,1.5052303407801964,tmle,1668,466
σ2,0.0004135088463674519,tmle,1668,466
σ2net,0.0004941442583399594,tmle,1668,466
σ2boot,NaN,tmle,1668,466
ψ,1.483143644097344,plugin_iid,1668,466
σ2boot,NaN,plugin_iid,1668,466
ψ,1.4642418363819483,ipw_iid,1668,466
σ2,0.0006711194375002416,ipw_iid,1668,466
σ2net,0.0006711194375002414,ipw_iid,1668,466
σ2boot,NaN,ipw_iid,1668,466
stabilized,false,ipw_iid,1668,466
ψ,1.4601547390126335,sipw_iid,1668,466
σ2,0.0003873134855727695,sipw_iid,1668,466
σ2net,0.00038731348557276995,sipw_iid,1668,466
σ2boot,NaN,sipw_iid,1668,466
stabilized,true,sipw_iid,1668,466
ψ,1.475327897910698,onestep_iid,1668,466
σ2,0.00040027871482822944,onestep_iid,1668,466
σ2net,0.0004002787148282303,onestep_iid,1668,466
σ2boot,NaN,onestep_iid,1668,466
ψ,1.480022745304616,tmle_iid,1668,466
σ2,0.0004045372395022538,tmle_iid,1668,466
σ2net,0.00040453723950225376,tmle_iid,1668,466
σ2boot,NaN,tmle_iid,1668,466
ψ,1.4830170721139504,ols,1668,466
σ2,0.0016487802670852798,ols,1668,466
σ2net,0.0016487802670852798,ols,1668,466
ψ,1.4858155605994534,plugin,1668,467
σ2boot,NaN,plugin,1668,467
ψ,1.4410448196396137,ipw,1668,467
σ2,0.0007433149819248705,ipw,1668,467
σ2net,0.0010415022106681287,ipw,1668,467
σ2boot,NaN,ipw,1668,467
stabilized,false,ipw,1668,467
ψ,1.4432970788383404,sipw,1668,467
σ2,0.0004648753376183483,sipw,1668,467
σ2net,0.0006455000836985493,sipw,1668,467
σ2boot,NaN,sipw,1668,467
stabilized,true,sipw,1668,467
ψ,1.4798733805257924,onestep,1668,467
σ2,0.0004500872119661396,onestep,1668,467
σ2net,0.0005866636214407513,onestep,1668,467
σ2boot,NaN,onestep,1668,467
ψ,1.4848761783027344,tmle,1668,467
σ2,0.00044080011107629755,tmle,1668,467
σ2net,0.0005658752716498389,tmle,1668,467
σ2boot,NaN,tmle,1668,467
ψ,1.463915179538226,plugin_iid,1668,467
σ2boot,NaN,plugin_iid,1668,467
ψ,1.4502218383514567,ipw_iid,1668,467
σ2,0.0008351376720320531,ipw_iid,1668,467
σ2net,0.0008351376720320544,ipw_iid,1668,467
σ2boot,NaN,ipw_iid,1668,467
stabilized,false,ipw_iid,1668,467
ψ,1.4436544949700811,sipw_iid,1668,467
σ2,0.00044474463325382146,sipw_iid,1668,467
σ2net,0.0004447446332538212,sipw_iid,1668,467
σ2boot,NaN,sipw_iid,1668,467
stabilized,true,sipw_iid,1668,467
ψ,1.470200872246523,onestep_iid,1668,467
σ2,0.00043316266090218623,onestep_iid,1668,467
σ2net,0.0004331626609021855,onestep_iid,1668,467
σ2boot,NaN,onestep_iid,1668,467
ψ,1.4588581334582293,tmle_iid,1668,467
σ2,0.00042660285503572624,tmle_iid,1668,467
σ2net,0.0004266028550357261,tmle_iid,1668,467
σ2boot,NaN,tmle_iid,1668,467
ψ,1.4637686956236329,ols,1668,467
σ2,0.0016807927895437572,ols,1668,467
σ2net,0.0016807927895437572,ols,1668,467
ψ,1.5055235367075004,plugin,1668,468
σ2boot,NaN,plugin,1668,468
ψ,1.458920869691792,ipw,1668,468
σ2,0.0007061777162359231,ipw,1668,468
σ2net,0.0007822953478771671,ipw,1668,468
σ2boot,NaN,ipw,1668,468
stabilized,false,ipw,1668,468
ψ,1.460287203378709,sipw,1668,468
σ2,0.00044269132796320916,sipw,1668,468
σ2net,0.0005199906441540715,sipw,1668,468
σ2boot,NaN,sipw,1668,468
stabilized,true,sipw,1668,468
ψ,1.5041522592834073,onestep,1668,468
σ2,0.00044794393550592947,onestep,1668,468
σ2net,0.0005035795498065952,onestep,1668,468
σ2boot,NaN,onestep,1668,468
ψ,1.50545494143885,tmle,1668,468
σ2,0.000451996360532488,tmle,1668,468
σ2net,0.0004951367228538975,tmle,1668,468
σ2boot,NaN,tmle,1668,468
ψ,1.4835411884125926,plugin_iid,1668,468
σ2boot,NaN,plugin_iid,1668,468
ψ,1.4547248867709317,ipw_iid,1668,468
σ2,0.0006425746066580191,ipw_iid,1668,468
σ2net,0.0006425746066580196,ipw_iid,1668,468
σ2boot,NaN,ipw_iid,1668,468
stabilized,false,ipw_iid,1668,468
ψ,1.4560251034465352,sipw_iid,1668,468
σ2,0.00041689653287602693,sipw_iid,1668,468
σ2net,0.00041689653287602666,sipw_iid,1668,468
σ2boot,NaN,sipw_iid,1668,468
stabilized,true,sipw_iid,1668,468
ψ,1.4886107876480357,onestep_iid,1668,468
σ2,0.00044532447804444754,onestep_iid,1668,468
σ2net,0.0004453244780444467,onestep_iid,1668,468
σ2boot,NaN,onestep_iid,1668,468
ψ,1.4868328705112275,tmle_iid,1668,468
σ2,0.0004556221939876438,tmle_iid,1668,468
σ2net,0.0004556221939876438,tmle_iid,1668,468
σ2boot,NaN,tmle_iid,1668,468
ψ,1.4834240333657227,ols,1668,468
σ2,0.0017355159034511012,ols,1668,468
σ2net,0.0017355159034511012,ols,1668,468
ψ,1.5016819481552697,plugin,1668,469
σ2boot,NaN,plugin,1668,469
ψ,1.4688892939508675,ipw,1668,469
σ2,0.0007515139549481119,ipw,1668,469
σ2net,0.000860506155353561,ipw,1668,469
σ2boot,NaN,ipw,1668,469
stabilized,false,ipw,1668,469
ψ,1.4530907503534416,sipw,1668,469
σ2,0.00040241500652046623,sipw,1668,469
σ2net,0.0005206396435933187,sipw,1668,469
σ2boot,NaN,sipw,1668,469
stabilized,true,sipw,1668,469
ψ,1.503688543425097,onestep,1668,469
σ2,0.00041892224080896463,onestep,1668,469
σ2net,0.0005202922391467262,onestep,1668,469
σ2boot,NaN,onestep,1668,469
ψ,1.5030263518598066,tmle,1668,469
σ2,0.0004080801133901741,tmle,1668,469
σ2net,0.000492337527643519,tmle,1668,469
σ2boot,NaN,tmle,1668,469
ψ,1.4807431703661702,plugin_iid,1668,469
σ2boot,NaN,plugin_iid,1668,469
ψ,1.463209234941995,ipw_iid,1668,469
σ2,0.0005808813124472861,ipw_iid,1668,469
σ2net,0.0005808813124472867,ipw_iid,1668,469
σ2boot,NaN,ipw_iid,1668,469
stabilized,false,ipw_iid,1668,469
ψ,1.455627347878347,sipw_iid,1668,469
σ2,0.000393729134404523,sipw_iid,1668,469
σ2net,0.0003937291344045235,sipw_iid,1668,469
σ2boot,NaN,sipw_iid,1668,469
stabilized,true,sipw_iid,1668,469
ψ,1.4793678549205542,onestep_iid,1668,469
σ2,0.00040564217081396167,onestep_iid,1668,469
σ2net,0.0004056421708139616,onestep_iid,1668,469
σ2boot,NaN,onestep_iid,1668,469
ψ,1.4781183917357863,tmle_iid,1668,469
σ2,0.0003931846476707114,tmle_iid,1668,469
σ2net,0.00039318464767071104,tmle_iid,1668,469
σ2boot,NaN,tmle_iid,1668,469
ψ,1.4806471859419847,ols,1668,469
σ2,0.001657431240519159,ols,1668,469
σ2net,0.001657431240519159,ols,1668,469
ψ,1.4908143454157956,plugin,1668,470
σ2boot,NaN,plugin,1668,470
ψ,1.44634834219135,ipw,1668,470
