estimate,value,method,samples,i
σ2boot,NaN,onestep,1668,15
ψ,1.5085403179094803,tmle,1668,15
σ2,0.00043797017851172573,tmle,1668,15
σ2net,0.0006073944661851085,tmle,1668,15
σ2boot,NaN,tmle,1668,15
ψ,1.4906986460447929,plugin_iid,1668,15
σ2boot,NaN,plugin_iid,1668,15
ψ,1.4623793249256958,ipw_iid,1668,15
σ2,0.0007186367721849608,ipw_iid,1668,15
σ2net,0.0007186367721849608,ipw_iid,1668,15
σ2boot,NaN,ipw_iid,1668,15
stabilized,false,ipw_iid,1668,15
ψ,1.4603634365752756,sipw_iid,1668,15
σ2,0.00043949327983266263,sipw_iid,1668,15
σ2net,0.00043949327983266344,sipw_iid,1668,15
σ2boot,NaN,sipw_iid,1668,15
stabilized,true,sipw_iid,1668,15
ψ,1.4988841231008705,onestep_iid,1668,15
σ2,0.00040841288225997106,onestep_iid,1668,15
σ2net,0.00040841288225997057,onestep_iid,1668,15
σ2boot,NaN,onestep_iid,1668,15
ψ,1.5063568234009213,tmle_iid,1668,15
σ2,0.00046960761511588957,tmle_iid,1668,15
σ2net,0.00046960761511588925,tmle_iid,1668,15
σ2boot,NaN,tmle_iid,1668,15
ψ,1.4907360470290474,ols,1668,15
σ2,0.0017179408295289042,ols,1668,15
σ2net,0.0017179408295289042,ols,1668,15
ψ,1.4868148164500345,plugin,1668,16
σ2boot,NaN,plugin,1668,16
ψ,1.4492784810572705,ipw,1668,16
σ2,0.000586856609923535,ipw,1668,16
σ2net,0.000763259354503964,ipw,1668,16
σ2boot,NaN,ipw,1668,16
stabilized,false,ipw,1668,16
ψ,1.4457971057085575,sipw,1668,16
σ2,0.0004091270233996697,sipw,1668,16
σ2net,0.000555591091872857,sipw,1668,16
σ2boot,NaN,sipw,1668,16
stabilized,true,sipw,1668,16
ψ,1.4839379939982347,onestep,1668,16
σ2,0.00040544207726873254,onestep,1668,16
σ2net,0.00048577081374470314,onestep,1668,16
σ2boot,NaN,onestep,1668,16
ψ,1.4848510231529946,tmle,1668,16
σ2,0.00041476616651912505,tmle,1668,16
σ2net,0.0005131719558534777,tmle,1668,16
σ2boot,NaN,tmle,1668,16
ψ,1.464294810713107,plugin_iid,1668,16
σ2boot,NaN,plugin_iid,1668,16
ψ,1.4407163662878055,ipw_iid,1668,16
σ2,0.0005269641202230972,ipw_iid,1668,16
σ2net,0.0005269641202230982,ipw_iid,1668,16
σ2boot,NaN,ipw_iid,1668,16
stabilized,false,ipw_iid,1668,16
ψ,1.4472769315683478,sipw_iid,1668,16
σ2,0.0003961818453424119,sipw_iid,1668,16
σ2net,0.00039618184534241175,sipw_iid,1668,16
σ2boot,NaN,sipw_iid,1668,16
stabilized,true,sipw_iid,1668,16
ψ,1.4628313748212955,onestep_iid,1668,16
σ2,0.00039504937693126476,onestep_iid,1668,16
σ2net,0.0003950493769312648,onestep_iid,1668,16
σ2boot,NaN,onestep_iid,1668,16
ψ,1.461488218902784,tmle_iid,1668,16
σ2,0.000398960082618359,tmle_iid,1668,16
σ2net,0.0003989600826183595,tmle_iid,1668,16
σ2boot,NaN,tmle_iid,1668,16
ψ,1.4641546091882482,ols,1668,16
σ2,0.0016474658875326937,ols,1668,16
σ2net,0.0016474658875326937,ols,1668,16
ψ,1.5049039498032275,plugin,1668,17
σ2boot,NaN,plugin,1668,17
ψ,1.4781220110173725,ipw,1668,17
σ2,0.0006978094275438387,ipw,1668,17
σ2net,0.000900067816315178,ipw,1668,17
σ2boot,NaN,ipw,1668,17
stabilized,false,ipw,1668,17
ψ,1.4573809065085879,sipw,1668,17
σ2,0.0004812870351469928,sipw,1668,17
σ2net,0.0006349129231462602,sipw,1668,17
σ2boot,NaN,sipw,1668,17
stabilized,true,sipw,1668,17
ψ,1.5067959948186678,onestep,1668,17
σ2,0.0004152163983955915,onestep,1668,17
σ2net,0.000565643932436111,onestep,1668,17
σ2boot,NaN,onestep,1668,17
ψ,1.5060179431509488,tmle,1668,17
σ2,0.0004190911126021292,tmle,1668,17
σ2net,0.0005605752915605472,tmle,1668,17
σ2boot,NaN,tmle,1668,17
ψ,1.487030542105638,plugin_iid,1668,17
σ2boot,NaN,plugin_iid,1668,17
ψ,1.4596462998346957,ipw_iid,1668,17
σ2,0.0005176733883009418,ipw_iid,1668,17
σ2net,0.0005176733883009425,ipw_iid,1668,17
σ2boot,NaN,ipw_iid,1668,17
stabilized,false,ipw_iid,1668,17
ψ,1.4642768066089655,sipw_iid,1668,17
σ2,0.0004041153498341132,sipw_iid,1668,17
σ2net,0.00040411534983411353,sipw_iid,1668,17
σ2boot,NaN,sipw_iid,1668,17
stabilized,true,sipw_iid,1668,17
ψ,1.4864851726814337,onestep_iid,1668,17
σ2,0.00039388479890716395,onestep_iid,1668,17
σ2net,0.00039388479890716384,onestep_iid,1668,17
σ2boot,NaN,onestep_iid,1668,17
ψ,1.4931860076551116,tmle_iid,1668,17
σ2,0.0004025031657735676,tmle_iid,1668,17
σ2net,0.0004025031657735677,tmle_iid,1668,17
σ2boot,NaN,tmle_iid,1668,17
ψ,1.4869688509043537,ols,1668,17
σ2,0.001661094486017459,ols,1668,17
σ2net,0.001661094486017459,ols,1668,17
ψ,1.491352264923165,plugin,1668,18
σ2boot,NaN,plugin,1668,18
ψ,1.4321687713916664,ipw,1668,18
σ2,0.0006670426683994028,ipw,1668,18
σ2net,0.00098695040796965,ipw,1668,18
σ2boot,NaN,ipw,1668,18
stabilized,false,ipw,1668,18
ψ,1.4501141603644545,sipw,1668,18
σ2,0.000458012051170541,sipw,1668,18
σ2net,0.0007391766005910327,sipw,1668,18
σ2boot,NaN,sipw,1668,18
stabilized,true,sipw,1668,18
ψ,1.4900941425155234,onestep,1668,18
σ2,0.000465802850396267,onestep,1668,18
σ2net,0.0007147052209690963,onestep,1668,18
σ2boot,NaN,onestep,1668,18
ψ,1.4927273056475772,tmle,1668,18
σ2,0.0004530595396855113,tmle,1668,18
σ2net,0.0006464464705520584,tmle,1668,18
σ2boot,NaN,tmle,1668,18
ψ,1.4688303283684405,plugin_iid,1668,18
σ2boot,NaN,plugin_iid,1668,18
ψ,1.4496445388963175,ipw_iid,1668,18
σ2,0.0007419820409035869,ipw_iid,1668,18
σ2net,0.0007419820409035876,ipw_iid,1668,18
σ2boot,NaN,ipw_iid,1668,18
stabilized,false,ipw_iid,1668,18
ψ,1.4474466106999866,sipw_iid,1668,18
σ2,0.0004445334716164064,sipw_iid,1668,18
σ2net,0.0004445334716164065,sipw_iid,1668,18
σ2boot,NaN,sipw_iid,1668,18
stabilized,true,sipw_iid,1668,18
ψ,1.465188808536464,onestep_iid,1668,18
σ2,0.0004405001171746104,onestep_iid,1668,18
σ2net,0.0004405001171746106,onestep_iid,1668,18
σ2boot,NaN,onestep_iid,1668,18
ψ,1.472314051998159,tmle_iid,1668,18
σ2,0.0004313556080272613,tmle_iid,1668,18
σ2net,0.0004313556080272611,tmle_iid,1668,18
σ2boot,NaN,tmle_iid,1668,18
ψ,1.4684930335336148,ols,1668,18
σ2,0.0016248042415831464,ols,1668,18
σ2net,0.0016248042415831464,ols,1668,18
ψ,1.4911927699278225,plugin,1668,19
σ2boot,NaN,plugin,1668,19
ψ,1.4496126338760957,ipw,1668,19
σ2,0.0007093435129983728,ipw,1668,19
σ2net,0.0008717237101614062,ipw,1668,19
σ2boot,NaN,ipw,1668,19
stabilized,false,ipw,1668,19
ψ,1.4536999321105257,sipw,1668,19
σ2,0.00040995879363357626,sipw,1668,19
σ2net,0.0005409489011569659,sipw,1668,19
σ2boot,NaN,sipw,1668,19
stabilized,true,sipw,1668,19
ψ,1.4888438598099116,onestep,1668,19
σ2,0.00040534856479538633,onestep,1668,19
σ2net,0.0005297510983032033,onestep,1668,19
σ2boot,NaN,onestep,1668,19
ψ,1.4924250558407102,tmle,1668,19
σ2,0.00042057346010684085,tmle,1668,19
σ2net,0.0005348036206061759,tmle,1668,19
σ2boot,NaN,tmle,1668,19
ψ,1.472799304760107,plugin_iid,1668,19
σ2boot,NaN,plugin_iid,1668,19
ψ,1.4430161916986721,ipw_iid,1668,19
σ2,0.0007182689544274217,ipw_iid,1668,19
σ2net,0.0007182689544274217,ipw_iid,1668,19
σ2boot,NaN,ipw_iid,1668,19
stabilized,false,ipw_iid,1668,19
ψ,1.432718822549038,sipw_iid,1668,19
σ2,0.00043343877075493423,sipw_iid,1668,19
σ2net,0.0004334387707549336,sipw_iid,1668,19
σ2boot,NaN,sipw_iid,1668,19
stabilized,true,sipw_iid,1668,19
ψ,1.4768855506694292,onestep_iid,1668,19
σ2,0.00040587374134658867,onestep_iid,1668,19
σ2net,0.0004058737413465884,onestep_iid,1668,19
σ2boot,NaN,onestep_iid,1668,19
ψ,1.476398656304133,tmle_iid,1668,19
σ2,0.0004055681102903143,tmle_iid,1668,19
σ2net,0.00040556811029031413,tmle_iid,1668,19
σ2boot,NaN,tmle_iid,1668,19
ψ,1.4727952285260983,ols,1668,19
σ2,0.001601293064441617,ols,1668,19
σ2net,0.001601293064441617,ols,1668,19
ψ,1.4948280792243132,plugin,1668,20
σ2boot,NaN,plugin,1668,20
ψ,1.4419335200622287,ipw,1668,20
σ2,0.0006827164394281374,ipw,1668,20
σ2net,0.000998750290644191,ipw,1668,20
σ2boot,NaN,ipw,1668,20
stabilized,false,ipw,1668,20
ψ,1.4525517686504088,sipw,1668,20
σ2,0.00042527175915343344,sipw,1668,20
σ2net,0.000651821079431882,sipw,1668,20
σ2boot,NaN,sipw,1668,20
stabilized,true,sipw,1668,20
ψ,1.4893353538868983,onestep,1668,20
σ2,0.0004345548352747583,onestep,1668,20
σ2net,0.0006515733002540336,onestep,1668,20
σ2boot,NaN,onestep,1668,20
ψ,1.4946834328363325,tmle,1668,20
σ2,0.0004229228201428905,tmle,1668,20
σ2net,0.0006377314642243838,tmle,1668,20
σ2boot,NaN,tmle,1668,20
ψ,1.4699000952582761,plugin_iid,1668,20
σ2boot,NaN,plugin_iid,1668,20
ψ,1.4341281551560665,ipw_iid,1668,20
σ2,0.0006194013590037869,ipw_iid,1668,20
σ2net,0.0006194013590037857,ipw_iid,1668,20
σ2boot,NaN,ipw_iid,1668,20
stabilized,false,ipw_iid,1668,20
ψ,1.4514704781498904,sipw_iid,1668,20
σ2,0.0004537555631640056,sipw_iid,1668,20
σ2net,0.0004537555631640048,sipw_iid,1668,20
σ2boot,NaN,sipw_iid,1668,20
stabilized,true,sipw_iid,1668,20
ψ,1.47651499374062,onestep_iid,1668,20
σ2,0.0004127014266059091,onestep_iid,1668,20
σ2net,0.0004127014266059094,onestep_iid,1668,20
σ2boot,NaN,onestep_iid,1668,20
ψ,1.4704461126073907,tmle_iid,1668,20
σ2,0.00041512553661015705,tmle_iid,1668,20
σ2net,0.00041512553661015753,tmle_iid,1668,20
σ2boot,NaN,tmle_iid,1668,20
ψ,1.469750290587692,ols,1668,20
σ2,0.0016407424991184889,ols,1668,20
σ2net,0.0016407424991184889,ols,1668,20
ψ,1.491605570714987,plugin,1668,21
σ2boot,NaN,plugin,1668,21
ψ,1.4472148440604156,ipw,1668,21
σ2,0.000658270355456762,ipw,1668,21
σ2net,0.0008330254369590026,ipw,1668,21
σ2boot,NaN,ipw,1668,21
stabilized,false,ipw,1668,21
ψ,1.4470694204512007,sipw,1668,21
σ2,0.0004530941852567657,sipw,1668,21
σ2net,0.0006717820077903456,sipw,1668,21
σ2boot,NaN,sipw,1668,21
stabilized,true,sipw,1668,21
ψ,1.4926671506929596,onestep,1668,21
σ2,0.000427681085529138,onestep,1668,21
σ2net,0.000575375508491933,onestep,1668,21
σ2boot,NaN,onestep,1668,21
ψ,1.495650130141729,tmle,1668,21
σ2,0.0004339834621547242,tmle,1668,21
σ2net,0.000569357804674541,tmle,1668,21
σ2boot,NaN,tmle,1668,21
ψ,1.4683578506949826,plugin_iid,1668,21
σ2boot,NaN,plugin_iid,1668,21
ψ,1.4458784734445151,ipw_iid,1668,21
σ2,0.0008320193995163023,ipw_iid,1668,21
σ2net,0.000832019399516303,ipw_iid,1668,21
σ2boot,NaN,ipw_iid,1668,21
stabilized,false,ipw_iid,1668,21
ψ,1.450855352745078,sipw_iid,1668,21
σ2,0.0004313882469148883,sipw_iid,1668,21
σ2net,0.00043138824691488843,sipw_iid,1668,21
σ2boot,NaN,sipw_iid,1668,21
stabilized,true,sipw_iid,1668,21
ψ,1.46428598836552,onestep_iid,1668,21
σ2,0.0004129002688893246,onestep_iid,1668,21
σ2net,0.0004129002688893245,onestep_iid,1668,21
σ2boot,NaN,onestep_iid,1668,21
ψ,1.4656146472599567,tmle_iid,1668,21
σ2,0.0004232423809615571,tmle_iid,1668,21
σ2net,0.0004232423809615573,tmle_iid,1668,21
σ2boot,NaN,tmle_iid,1668,21
ψ,1.4682934826013727,ols,1668,21
σ2,0.0016397880374696275,ols,1668,21
σ2net,0.0016397880374696275,ols,1668,21
ψ,1.5069635669588008,plugin,1668,22
σ2boot,NaN,plugin,1668,22
ψ,1.4713344386739133,ipw,1668,22
σ2,0.0005101093507549115,ipw,1668,22
σ2net,0.0005456621758171495,ipw,1668,22
σ2boot,NaN,ipw,1668,22
stabilized,false,ipw,1668,22
ψ,1.4712238127455162,sipw,1668,22
σ2,0.0004411849295073872,sipw,1668,22
σ2net,0.0005171496681208084,sipw,1668,22
σ2boot,NaN,sipw,1668,22
stabilized,true,sipw,1668,22
ψ,1.51068096306474,onestep,1668,22
σ2,0.00042822181599738783,onestep,1668,22
σ2net,0.00047565575692166,onestep,1668,22
σ2boot,NaN,onestep,1668,22
ψ,1.5097665732905905,tmle,1668,22
σ2,0.0004231456063642308,tmle,1668,22
σ2net,0.0004847166194826649,tmle,1668,22
σ2boot,NaN,tmle,1668,22
ψ,1.4843295213576637,plugin_iid,1668,22
σ2boot,NaN,plugin_iid,1668,22
ψ,1.4619068137111169,ipw_iid,1668,22
σ2,0.000587365278504535,ipw_iid,1668,22
σ2net,0.000587365278504535,ipw_iid,1668,22
σ2boot,NaN,ipw_iid,1668,22
stabilized,false,ipw_iid,1668,22
ψ,1.4734283105070873,sipw_iid,1668,22
σ2,0.0004418838369158426,sipw_iid,1668,22
σ2net,0.0004418838369158416,sipw_iid,1668,22
σ2boot,NaN,sipw_iid,1668,22
stabilized,true,sipw_iid,1668,22
ψ,1.4777566492658993,onestep_iid,1668,22
σ2,0.00042441757946604775,onestep_iid,1668,22
σ2net,0.00042441757946604737,onestep_iid,1668,22
σ2boot,NaN,onestep_iid,1668,22
ψ,1.487335378181619,tmle_iid,1668,22
σ2,0.0004102889345998241,tmle_iid,1668,22
σ2net,0.000410288934599823,tmle_iid,1668,22
σ2boot,NaN,tmle_iid,1668,22
ψ,1.4841279270609409,ols,1668,22
σ2,0.0017032949981968554,ols,1668,22
σ2net,0.0017032949981968554,ols,1668,22
ψ,1.4920554095342748,plugin,1668,23
σ2boot,NaN,plugin,1668,23
ψ,1.452920466417115,ipw,1668,23
σ2,0.0005786920661460972,ipw,1668,23
σ2net,0.0006924916598515429,ipw,1668,23
σ2boot,NaN,ipw,1668,23
stabilized,false,ipw,1668,23
ψ,1.4350437115475512,sipw,1668,23
σ2,0.00040922545658524215,sipw,1668,23
σ2net,0.0005410907043577168,sipw,1668,23
σ2boot,NaN,sipw,1668,23
stabilized,true,sipw,1668,23
ψ,1.4913545031472,onestep,1668,23
σ2,0.0004214404868879748,onestep,1668,23
σ2net,0.000526003454860738,onestep,1668,23
σ2boot,NaN,onestep,1668,23
ψ,1.4875492453208552,tmle,1668,23
σ2,0.0004370043024987308,tmle,1668,23
σ2net,0.0005328979958603873,tmle,1668,23
σ2boot,NaN,tmle,1668,23
ψ,1.4724096455687798,plugin_iid,1668,23
σ2boot,NaN,plugin_iid,1668,23
ψ,1.4490290534037742,ipw_iid,1668,23
σ2,0.000664418404846955,ipw_iid,1668,23
σ2net,0.0006644184048469543,ipw_iid,1668,23
σ2boot,NaN,ipw_iid,1668,23
stabilized,false,ipw_iid,1668,23
ψ,1.4477176047092302,sipw_iid,1668,23
σ2,0.00041879962989877124,sipw_iid,1668,23
σ2net,0.0004187996298987709,sipw_iid,1668,23
σ2boot,NaN,sipw_iid,1668,23
stabilized,true,sipw_iid,1668,23
ψ,1.4832199823457348,onestep_iid,1668,23
σ2,0.00040955367816749807,onestep_iid,1668,23
σ2net,0.00040955367816749726,onestep_iid,1668,23
σ2boot,NaN,onestep_iid,1668,23
ψ,1.4719745312396229,tmle_iid,1668,23
σ2,0.0004123210136786337,tmle_iid,1668,23
σ2net,0.00041232101367863385,tmle_iid,1668,23
σ2boot,NaN,tmle_iid,1668,23
ψ,1.4724163776914767,ols,1668,23
σ2,0.001707640359405745,ols,1668,23
σ2net,0.001707640359405745,ols,1668,23
ψ,1.4927831807657304,plugin,1668,24
σ2boot,NaN,plugin,1668,24
ψ,1.4500503509389142,ipw,1668,24
σ2,0.0005261756322933631,ipw,1668,24
σ2net,0.0007538669501517136,ipw,1668,24
σ2boot,NaN,ipw,1668,24
stabilized,false,ipw,1668,24
ψ,1.4469744577782724,sipw,1668,24
σ2,0.0004073171871799372,sipw,1668,24
σ2net,0.0006721818192372229,sipw,1668,24
σ2boot,NaN,sipw,1668,24
stabilized,true,sipw,1668,24
ψ,1.4969362415825092,onestep,1668,24
σ2,0.0004169409815288358,onestep,1668,24
σ2net,0.000660908156514806,onestep,1668,24
σ2boot,NaN,onestep,1668,24
ψ,1.4955377522330089,tmle,1668,24
σ2,0.0004299376238021624,tmle,1668,24
σ2net,0.00067449093191421,tmle,1668,24
σ2boot,NaN,tmle,1668,24
ψ,1.4681783713668033,plugin_iid,1668,24
σ2boot,NaN,plugin_iid,1668,24
ψ,1.4547965101802887,ipw_iid,1668,24
σ2,0.0008180135538278346,ipw_iid,1668,24
σ2net,0.0008180135538278355,ipw_iid,1668,24
σ2boot,NaN,ipw_iid,1668,24
stabilized,false,ipw_iid,1668,24
ψ,1.452385873619887,sipw_iid,1668,24
σ2,0.00042653917164915954,sipw_iid,1668,24
σ2net,0.0004265391716491591,sipw_iid,1668,24
σ2boot,NaN,sipw_iid,1668,24
stabilized,true,sipw_iid,1668,24
ψ,1.4620090483575754,onestep_iid,1668,24
σ2,0.00039716203954028647,onestep_iid,1668,24
σ2net,0.00039716203954028647,onestep_iid,1668,24
σ2boot,NaN,onestep_iid,1668,24
ψ,1.464221873861169,tmle_iid,1668,24
σ2,0.00040476270469816514,tmle_iid,1668,24
σ2net,0.0004047627046981651,tmle_iid,1668,24
σ2boot,NaN,tmle_iid,1668,24
ψ,1.4679406516474258,ols,1668,24
σ2,0.0016708172549171456,ols,1668,24
σ2net,0.0016708172549171456,ols,1668,24
ψ,1.499657744905294,plugin,1668,25
σ2boot,NaN,plugin,1668,25
ψ,1.4631886811877655,ipw,1668,25
σ2,0.0005574707208397128,ipw,1668,25
σ2net,0.0006651270717778818,ipw,1668,25
σ2boot,NaN,ipw,1668,25
stabilized,false,ipw,1668,25
ψ,1.4478466380680965,sipw,1668,25
σ2,0.00039992437115215606,sipw,1668,25
σ2net,0.0005552442127344547,sipw,1668,25
σ2boot,NaN,sipw,1668,25
stabilized,true,sipw,1668,25
ψ,1.4907998978405046,onestep,1668,25
σ2,0.00043392714930094365,onestep,1668,25
σ2net,0.0005167771774539476,onestep,1668,25
σ2boot,NaN,onestep,1668,25
ψ,1.5001301002900806,tmle,1668,25
σ2,0.00040593626591195914,tmle,1668,25
σ2net,0.0005114815703305997,tmle,1668,25
σ2boot,NaN,tmle,1668,25
ψ,1.4807558431491523,plugin_iid,1668,25
σ2boot,NaN,plugin_iid,1668,25
ψ,1.471715154785801,ipw_iid,1668,25
σ2,0.0006216319359351933,ipw_iid,1668,25
σ2net,0.0006216319359351932,ipw_iid,1668,25
σ2boot,NaN,ipw_iid,1668,25
stabilized,false,ipw_iid,1668,25
ψ,1.4521407232931567,sipw_iid,1668,25
σ2,0.0003949199843930212,sipw_iid,1668,25
σ2net,0.00039491998439302107,sipw_iid,1668,25
σ2boot,NaN,sipw_iid,1668,25
stabilized,true,sipw_iid,1668,25
ψ,1.4730397706757097,onestep_iid,1668,25
σ2,0.0003834512233387783,onestep_iid,1668,25
σ2net,0.00038345122333877747,onestep_iid,1668,25
σ2boot,NaN,onestep_iid,1668,25
ψ,1.4838135197285027,tmle_iid,1668,25
σ2,0.0004085568929981596,tmle_iid,1668,25
σ2net,0.0004085568929981592,tmle_iid,1668,25
σ2boot,NaN,tmle_iid,1668,25
ψ,1.4806989349391693,ols,1668,25
σ2,0.001697085373417211,ols,1668,25
σ2net,0.001697085373417211,ols,1668,25
ψ,1.4749588910088007,plugin,1668,26
σ2boot,NaN,plugin,1668,26
ψ,1.4327612694567868,ipw,1668,26
σ2,0.0006042466496594558,ipw,1668,26
σ2net,0.0007756787805111123,ipw,1668,26
σ2boot,NaN,ipw,1668,26
stabilized,false,ipw,1668,26
ψ,1.4512405404630213,sipw,1668,26
σ2,0.00043046541150245206,sipw,1668,26
σ2net,0.0006566712378232259,sipw,1668,26
σ2boot,NaN,sipw,1668,26
stabilized,true,sipw,1668,26
ψ,1.476516102610615,onestep,1668,26
σ2,0.0004025942358456802,onestep,1668,26
σ2net,0.0005475079570107615,onestep,1668,26
σ2boot,NaN,onestep,1668,26
ψ,1.4770266100507807,tmle,1668,26
σ2,0.0004111290397245833,tmle,1668,26
σ2net,0.000565567103020301,tmle,1668,26
σ2boot,NaN,tmle,1668,26
ψ,1.455650590542975,plugin_iid,1668,26
σ2boot,NaN,plugin_iid,1668,26
ψ,1.431961904331431,ipw_iid,1668,26
σ2,0.0005748387765062178,ipw_iid,1668,26
σ2net,0.000574838776506217,ipw_iid,1668,26
σ2boot,NaN,ipw_iid,1668,26
stabilized,false,ipw_iid,1668,26
ψ,1.4430084866760462,sipw_iid,1668,26
σ2,0.0004296549148266009,sipw_iid,1668,26
σ2net,0.00042965491482660056,sipw_iid,1668,26
σ2boot,NaN,sipw_iid,1668,26
stabilized,true,sipw_iid,1668,26
ψ,1.4548722078282001,onestep_iid,1668,26
σ2,0.0003926810496491453,onestep_iid,1668,26
σ2net,0.00039268104964914545,onestep_iid,1668,26
σ2boot,NaN,onestep_iid,1668,26
ψ,1.4635926506963484,tmle_iid,1668,26
σ2,0.00040310753857150916,tmle_iid,1668,26
σ2net,0.00040310753857150823,tmle_iid,1668,26
σ2boot,NaN,tmle_iid,1668,26
ψ,1.4556514747266314,ols,1668,26
σ2,0.00163739429488334,ols,1668,26
σ2net,0.00163739429488334,ols,1668,26
ψ,1.5362036837542412,plugin,1668,27
σ2boot,NaN,plugin,1668,27
ψ,1.4979429119952656,ipw,1668,27
σ2,0.0007193525410996054,ipw,1668,27
σ2net,0.000874759437396319,ipw,1668,27
σ2boot,NaN,ipw,1668,27
stabilized,false,ipw,1668,27
ψ,1.4944703263153456,sipw,1668,27
σ2,0.00041433528581871553,sipw,1668,27
σ2net,0.0005725368919720209,sipw,1668,27
σ2boot,NaN,sipw,1668,27
stabilized,true,sipw,1668,27
ψ,1.528885770574889,onestep,1668,27
σ2,0.000427852612664591,onestep,1668,27
σ2net,0.0005522842812354108,onestep,1668,27
σ2boot,NaN,onestep,1668,27
ψ,1.5341423899920996,tmle,1668,27
σ2,0.00042175946554834717,tmle,1668,27
σ2net,0.0005221534647687376,tmle,1668,27
σ2boot,NaN,tmle,1668,27
ψ,1.5170766013203327,plugin_iid,1668,27
σ2boot,NaN,plugin_iid,1668,27
ψ,1.4893682684793186,ipw_iid,1668,27
σ2,0.0005350774664608538,ipw_iid,1668,27
σ2net,0.0005350774664608531,ipw_iid,1668,27
σ2boot,NaN,ipw_iid,1668,27
stabilized,false,ipw_iid,1668,27
ψ,1.503673527301248,sipw_iid,1668,27
σ2,0.00042094966003923713,sipw_iid,1668,27
σ2net,0.0004209496600392374,sipw_iid,1668,27
σ2boot,NaN,sipw_iid,1668,27
stabilized,true,sipw_iid,1668,27
ψ,1.5149433761375604,onestep_iid,1668,27
σ2,0.0004029662067766272,onestep_iid,1668,27
σ2net,0.00040296620677662744,onestep_iid,1668,27
σ2boot,NaN,onestep_iid,1668,27
ψ,1.513220281285732,tmle_iid,1668,27
σ2,0.00040317371908775586,tmle_iid,1668,27
σ2net,0.0004031737190877569,tmle_iid,1668,27
σ2boot,NaN,tmle_iid,1668,27
ψ,1.517077929130586,ols,1668,27
σ2,0.0016934706034453723,ols,1668,27
σ2net,0.0016934706034453723,ols,1668,27
ψ,1.4877848781428369,plugin,1668,28
σ2boot,NaN,plugin,1668,28
ψ,1.4242134225970653,ipw,1668,28
σ2,0.0006017036837465589,ipw,1668,28
σ2net,0.0007857291944469979,ipw,1668,28
σ2boot,NaN,ipw,1668,28
stabilized,false,ipw,1668,28
ψ,1.4370570491614794,sipw,1668,28
σ2,0.00046822162990141526,sipw,1668,28
σ2net,0.0006147667725958058,sipw,1668,28
σ2boot,NaN,sipw,1668,28
stabilized,true,sipw,1668,28
ψ,1.4827904897966124,onestep,1668,28
σ2,0.00045738639843467696,onestep,1668,28
σ2net,0.0005889145879385824,onestep,1668,28
σ2boot,NaN,onestep,1668,28
ψ,1.486006370832777,tmle,1668,28
σ2,0.0004464821113344217,tmle,1668,28
σ2net,0.0005768934048493767,tmle,1668,28
σ2boot,NaN,tmle,1668,28
ψ,1.4669466028578866,plugin_iid,1668,28
σ2boot,NaN,plugin_iid,1668,28
ψ,1.4445882015727107,ipw_iid,1668,28
σ2,0.0006680512621431775,ipw_iid,1668,28
σ2net,0.0006680512621431782,ipw_iid,1668,28
σ2boot,NaN,ipw_iid,1668,28
stabilized,false,ipw_iid,1668,28
ψ,1.438831218304267,sipw_iid,1668,28
σ2,0.0004225072640935115,sipw_iid,1668,28
σ2net,0.0004225072640935116,sipw_iid,1668,28
σ2boot,NaN,sipw_iid,1668,28
stabilized,true,sipw_iid,1668,28
ψ,1.4554242882762254,onestep_iid,1668,28
σ2,0.0004236424190678019,onestep_iid,1668,28
σ2net,0.00042364241906780087,onestep_iid,1668,28
σ2boot,NaN,onestep_iid,1668,28
ψ,1.4659029600784401,tmle_iid,1668,28
σ2,0.00042612900792445837,tmle_iid,1668,28
σ2net,0.00042612900792445805,tmle_iid,1668,28
σ2boot,NaN,tmle_iid,1668,28
ψ,1.4667024411479639,ols,1668,28
σ2,0.001741968393708021,ols,1668,28
σ2net,0.001741968393708021,ols,1668,28
ψ,1.4725895425529976,plugin,1668,29
σ2boot,NaN,plugin,1668,29
ψ,1.4231911804787314,ipw,1668,29
σ2,0.0006706100737695875,ipw,1668,29
σ2net,0.0007911464503660443,ipw,1668,29
σ2boot,NaN,ipw,1668,29
stabilized,false,ipw,1668,29
ψ,1.4227688705820372,sipw,1668,29
σ2,0.00039675100526407535,sipw,1668,29
σ2net,0.0005564830186766908,sipw,1668,29
σ2boot,NaN,sipw,1668,29
stabilized,true,sipw,1668,29
ψ,1.467000236481975,onestep,1668,29
σ2,0.000435512969046791,onestep,1668,29
σ2net,0.0005650925291316753,onestep,1668,29
σ2boot,NaN,onestep,1668,29
ψ,1.4705053593463595,tmle,1668,29
σ2,0.0004275100282463068,tmle,1668,29
σ2net,0.0005494427111941716,tmle,1668,29
σ2boot,NaN,tmle,1668,29
ψ,1.4529055738455985,plugin_iid,1668,29
σ2boot,NaN,plugin_iid,1668,29
ψ,1.423782458016522,ipw_iid,1668,29
σ2,0.0005694135339880879,ipw_iid,1668,29
σ2net,0.000569413533988088,ipw_iid,1668,29
σ2boot,NaN,ipw_iid,1668,29
stabilized,false,ipw_iid,1668,29
ψ,1.4262095595813085,sipw_iid,1668,29
σ2,0.00042182919521899654,sipw_iid,1668,29
σ2net,0.00042182919521899746,sipw_iid,1668,29
σ2boot,NaN,sipw_iid,1668,29
stabilized,true,sipw_iid,1668,29
